Price,Close,High,Low,Open,Volume,pct_change,MA5,MA10,MA20,Volatility,RSI,lag_close_1,lag_pct_1,target
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,,,,,,,
Date,,,,,,,,,,,,,,
2024-11-29,1287.0595703125,1294.3305794929802,1270.177046170391,1274.9081506356404,13202307,1.6839745390603067,1282.6571533203125,1264.6789794921874,1279.3503967285155,1.7180228217345204,47.14859028714939,1265.7447509765625,-1.7321295773564005,1
2024-12-02,1303.9422607421875,1306.133460567327,1271.9699779978703,1282.876370557777,11024152,1.3117256434050262,1287.0695556640626,1268.8174560546875,1278.2099548339843,1.7222767357265274,55.500236198321666,1287.0595703125,1.6839745390603067,1
2024-12-03,1318.035888671875,1321.5219654799555,1301.8006823317874,1311.7609017834461,16869482,1.0808475462453115,1292.5676025390626,1275.0475708007812,1277.4455078125,1.7068175283931843,60.811982173599475,1303.9422607421875,1.3117256434050262,0
2024-12-04,1303.742919921875,1323.1156203515295,1298.8625094957517,1320.7251432865569,19608540,-1.0844142312697147,1295.705078125,1281.7507934570312,1277.7841491699219,1.6550293261209152,57.02996857096461,1318.035888671875,1.0808475462453115,1
2024-12-05,1316.7908935546875,1324.6593698468237,1300.9541199209712,1309.1214514378748,16858723,1.0008087816572253,1305.914306640625,1291.6163940429688,1278.6183166503906,1.4929717454477922,64.72444087191859,1303.742919921875,-1.0844142312697147,0
2024-12-06,1306.3326416015625,1318.6334884089777,1304.7887589399247,1318.6334884089777,9037514,-0.7942226821521237,1309.7689208984375,1296.213037109375,1277.9310607910156,1.2294588353960767,59.44551090245527,1316.7908935546875,1.0008087816572253,0
2024-12-09,1289.9979248046875,1309.7689372979064,1287.9560310594236,1297.8166732313093,14650002,-1.250425525373744,1306.9800537109375,1297.0248046875,1277.4081481933595,1.2266544679342428,57.10157321337307,1306.3326416015625,-0.7942226821521237,0
2024-12-10,1279.73876953125,1289.7488386952925,1275.107243177966,1284.121290398709,16043729,-0.7952846338873609,1299.3206298828125,1295.9441162109374,1277.4629272460938,1.2340953956438838,59.254476981823224,1289.9979248046875,-1.250425525373744,0
2024-12-11,1273.115234375,1284.8683422637005,1270.9738844056644,1279.8882324099652,11724373,-0.5175693128900094,1293.1950927734374,1294.4500854492187,1277.736834716797,1.2417240557443383,62.46610148381258,1279.73876953125,-0.7952846338873609,0
2024-12-12,1257.876220703125,1273.1152845047754,1255.5853214463157,1264.9479526569407,20906813,-1.19698620049552,1281.412158203125,1293.663232421875,1277.1715942382812,1.1737002334958466,49.356681767204456,1273.115234375,-0.5175693128900094,1
2024-12-13,1267.78662109375,1270.1272485556606,1234.6688884780408,1254.9877622795104,28630222,0.7878676953671393,1273.7029541015625,1291.7359375,1278.2074584960938,1.0542071057511186,46.126495235577394,1257.876220703125,-1.19698620049552,0
2024-12-16,1263.2547607421875,1275.904191603511,1261.511722229068,1269.9280595585296,9486781,-0.3574623896608675,1268.3543212890625,1287.6671875,1278.2423217773437,0.921598283294656,42.32496026310459,1267.78662109375,0.7878676953671393,0
2024-12-17,1240.34619140625,1258.8721754853295,1237.8561365143116,1256.033537225462,17462791,-1.8134560064890004,1260.4758056640626,1279.8982177734374,1277.4728942871093,0.8892429458156815,37.964849915903145,1263.2547607421875,-0.3574623896608675,1
2024-12-18,1248.2645263671875,1254.9378248920182,1235.714673937889,1235.714673937889,12670179,0.6383971681293232,1255.5056640625,1274.3503784179688,1278.0505859375,0.9502178250770422,45.2451820270683,1240.34619140625,-1.8134560064890004,0
2024-12-19,1225.55517578125,1239.947766097918,1224.1109925687356,1234.0712121990753,14244653,-1.8192738883663018,1249.041455078125,1265.226806640625,1278.4216003417969,0.8953426986598593,33.39607867950046,1248.2645263671875,0.6383971681293232,0
2024-12-20,1200.50537109375,1234.5692750261348,1196.7204388413884,1219.1309339507777,20312896,-2.043955684943488,1235.585205078125,1254.6440795898438,1275.4285583496094,0.9903032657393821,23.255198848088156,1225.55517578125,-1.8192738883663018,1
2024-12-23,1217.437744140625,1222.3181546925216,1208.3738466363206,1210.1667348774333,10052824,1.4104370921263154,1226.4218017578125,1247.3880615234375,1272.2064331054687,1.2017280929821073,24.365498654974104,1200.50537109375,-2.043955684943488,1
2024-12-24,1217.8858642578125,1228.6429501715868,1216.1428258096823,1217.4377030050357,6734917,0.03680846263756088,1221.929736328125,1241.2027709960937,1268.5734436035157,1.2132047408948647,26.46093975382651,1217.437744140625,1.4104370921263154,0
2024-12-26,1211.7105712890625,1222.8161189414398,1209.4196721335327,1219.3798917928577,10016178,-0.5070502212055183,1214.6189453125,1235.0623046875,1264.7561950683594,1.2131803510966683,20.062378015783693,1217.8858642578125,0.03680846263756088,1
2024-12-27,1216.1927490234375,1223.0154756156849,1212.1588111658666,1213.4536884394554,7000397,0.36990497900886155,1212.7464599609375,1230.8939575195313,1262.2785949707031,1.2124026173457636,23.413622518416105,1211.7105712890625,-0.5070502212055183,0
2024-12-30,1205.8837890625,1218.3340640862093,1203.294156174512,1211.5611874241417,8818766,-0.8476419522493672,1213.8221435546875,1224.7036743164062,1258.2198059082032,1.1537784322784606,24.27654257570927,1216.1927490234375,0.36990497900886155,1
2024-12-31,1210.6148681640625,1214.2503727116298,1201.3519366916562,1203.1945530395503,6405475,0.39233292166906963,1212.457568359375,1219.4396850585938,1253.5534362792969,1.1874604276901513,28.121037245736545,1205.8837890625,-0.8476419522493672,1
2025-01-01,1216.391845703125,1221.4218053468785,1206.7802092584152,1210.0172807004092,5892590,0.4771936716607028,1212.1587646484375,1217.0442504882812,1248.4712341308593,1.1066229506777945,31.949289358006013,1210.6148681640625,0.39233292166906963,1
2025-01-02,1236.860107421875,1239.4994683243335,1215.1467802555553,1216.3918076943417,15486276,1.6827029703506913,1217.188671875,1215.90380859375,1245.1270935058594,1.2352126398707755,43.527591309369136,1216.391845703125,0.4771936716607028,1
2025-01-03,1246.1729736328125,1257.0296379589822,1230.5852047154665,1238.9518139936486,15521102,0.7529441814037696,1223.184716796875,1217.9655883789062,1241.5961975097657,1.0936085072163746,43.318977064936774,1236.860107421875,1.6827029703506913,0
2025-01-06,1213.15478515625,1256.9797527645217,1210.1667191829588,1248.961727102304,14816766,-2.6495670484899647,1224.638916015625,1219.2305297851562,1236.9373046875,1.2373073766598075,36.832453291702194,1246.1729736328125,0.7529441814037696,1
2025-01-07,1235.913818359375,1239.5493228115217,1216.3918123612464,1217.1388288273843,10070505,1.8760205607393887,1229.6987060546876,1221.0781372070312,1234.2330993652345,1.298832763779812,48.83414332170581,1213.15478515625,-2.6495670484899647,1
2025-01-08,1260.4658203125,1265.9937909556584,1240.395953024955,1244.0314575822304,19346579,1.986546439436765,1238.5135009765625,1225.3361328125,1233.2694519042968,1.419312160296407,52.95110030369291,1235.913818359375,1.8760205607393887,0
2025-01-09,1249.758544921875,1264.6988742096441,1243.0852464738894,1261.9598138402198,12794704,-0.8494697133453744,1241.0931884765625,1229.1409301757812,1232.1016174316405,1.4462509738333802,56.214839082578244,1260.4658203125,1.986546439436765,0
2025-01-10,1236.959716796875,1251.750618829338,1231.0831628192257,1248.8621307808614,8120332,-1.024104070102605,1239.250537109375,1231.217626953125,1231.0557922363282,1.5067277871582583,59.98905543595624,1249.758544921875,-0.8494697133453744,0
2025-01-13,1234.9178466796875,1240.2963897717905,1221.5213994754447,1225.1070543419412,13764861,-0.16507167448225335,1243.6031494140625,1234.1210327148438,1229.412353515625,1.4700305802761175,55.215421070305496,1236.959716796875,-1.024104070102605,0
2025-01-14,1233.822265625,1248.3641626627486,1222.3680125031533,1239.1509590647415,13095266,-0.08871691810375948,1243.1848388671874,1236.4417724609375,1227.9407287597655,1.4726495083586815,54.736537343800684,1234.9178466796875,-0.16507167448225335,1
2025-01-15,1247.2186279296875,1251.9995818882041,1236.90982514039,1239.9974688456068,9578856,1.0857611082177643,1240.535400390625,1239.5244506835938,1228.2843505859375,1.4977447989974817,60.11916937664286,1233.822265625,-0.08871691810375948,1
2025-01-16,1261.4119873046875,1269.9280238633037,1246.3223515830243,1253.8920943102864,14117603,1.138000913164694,1242.8660888671875,1241.979638671875,1228.9417236328125,1.449408107206026,62.21081250708712,1247.2186279296875,1.0857611082177643,1
2025-01-17,1297.169189453125,1320.7251333812799,1279.888232575373,1316.9900509904955,29366277,2.8346965549963965,1254.9079833984374,1247.0792602539063,1232.5224243164062,1.669451249297477,71.67178266141465,1261.4119873046875,1.138000913164694,1
2025-01-20,1300.2568359375,1310.764916385877,1295.0775703121099,1310.764916385877,14040244,0.2380295885440198,1267.97578125,1255.7894653320313,1237.5099975585938,1.286379188452599,71.44899216926767,1297.169189453125,2.8346965549963965,0
2025-01-21,1268.6331787109375,1307.776892128252,1265.1471016946018,1305.2868371165837,14562976,-2.432108515219722,1274.9379638671876,1259.0614013671875,1240.0697692871095,1.5452914810225302,61.12407015872999,1300.2568359375,0.2380295885440198,1
2025-01-22,1272.0196533203125,1277.7966294698952,1263.6530443254642,1273.2149526536994,10273590,0.26693883355755066,1279.8981689453126,1260.2167846679688,1242.7764587402344,1.4242818299495665,58.07410322782479,1268.6331787109375,-2.432108515219722,0
2025-01-23,1258.6231689453125,1272.2686211078578,1256.581275301743,1264.9478840486133,8720682,-1.0531664616998282,1279.3404052734375,1261.1032470703126,1245.122088623047,1.4407374911118014,52.80644983765341,1272.0196533203125,0.26693883355755066,0
2025-01-24,1241.34228515625,1267.9360243063209,1238.5533748820974,1260.9638702056575,14235970,-1.3729990211083898,1268.1750244140626,1261.54150390625,1246.3795654296875,1.4742804780448524,56.839081140636665,1258.6231689453125,-1.0531664616998282,0
2025-01-27,1224.4595947265625,1235.515414368934,1215.1468135462453,1234.1708090151494,9536019,-1.3600350710330056,1253.015576171875,1260.4956787109375,1247.3083557128907,1.5401678164513415,47.139309322144996,1241.34228515625,-1.3729990211083898,1
