date,open,high,low,close,volume,pct_change,target,symbol,MA5,MA10,MA20,Volatility,RSI,lag_close_1,lag_pct_1
11-09-2008,0.017205003,0.017539457,0.017463247,0.017363817,0.000584082,-0.017044009,0.0,ADANIPORTS,0.017521324,0.017581539,0.017765513,0.000791657,0.560878244,589.65,0.015849772
12-09-2008,0.017145108,0.017185411,0.016930276,0.016850923,0.00035399,-0.029071774,0.0,ADANIPORTS,0.017472189,0.017597566,0.017684249,0.000697203,0.449636155,579.6,-0.017044009
15-09-2008,0.016216726,0.016290586,0.015453055,0.016029075,0.000653128,-0.047978676,0.0,ADANIPORTS,0.017199493,0.01746966,0.017627129,0.001308437,0.346446281,562.75,-0.029071774
16-09-2008,0.015625257,0.015976875,0.015616335,0.016108216,0.000458534,0.00485301,1.0,ADANIPORTS,0.016940924,0.017307235,0.017571807,0.001535388,0.392017106,535.75,-0.047978676
17-09-2008,0.01606549,0.016015715,0.014648979,0.014747601,0.000675067,-0.083031485,0.0,ADANIPORTS,0.016351311,0.017008274,0.017454209,0.002347104,0.310471352,538.35,0.00485301
18-09-2008,0.01400059,0.013930281,0.013447485,0.013563532,0.001383814,-0.07880077,0.0,ADANIPORTS,0.015584507,0.016610532,0.017258237,0.00342221,0.258458647,493.65,-0.083031485
19-09-2008,0.014717839,0.014645842,0.013663138,0.013613756,0.00130277,0.003628367,1.0,ADANIPORTS,0.014931327,0.016258097,0.017089536,0.00402674,0.189730424,454.75,-0.07880077
22-09-2008,0.013551373,0.013979579,0.01326264,0.013231749,0.001514679,-0.027497809,0.0,ADANIPORTS,0.014366896,0.01583801,0.016883172,0.004424334,0.119638243,456.4,0.003628367
23-09-2008,0.012892522,0.013299871,0.012708105,0.013192178,0.000857361,-0.002928917,0.0,ADANIPORTS,0.013778511,0.015412992,0.016664931,0.004530454,0.119084362,443.85,-0.027497809
24-09-2008,0.013311791,0.013243104,0.013325796,0.013324587,0.000800264,0.009829398,1.0,ADANIPORTS,0.013491382,0.014973026,0.016474663,0.004185085,0.143303804,442.55,-0.002928917
25-09-2008,0.013162052,0.013123595,0.013231833,0.013113038,0.000295359,-0.015551578,0.0,ADANIPORTS,0.013400484,0.014542614,0.016285802,0.003676322,0.148008611,446.9,0.009829398
26-09-2008,0.012608018,0.012911466,0.012954565,0.012839088,0.000412532,-0.02045687,0.0,ADANIPORTS,0.013244175,0.014136397,0.016087955,0.003102652,0.097626753,439.95,-0.015551578
29-09-2008,0.012772731,0.013004086,0.01227834,0.012592534,0.000722352,-0.018795684,0.0,ADANIPORTS,0.013115197,0.01378843,0.015846663,0.002665024,0.092132505,430.95,-0.02045687
